table_name;SOURCE_SYSTEM;FILE_NAME;FILE_TYPE;COMPRESSION;COLUMN_NAME;DATA_TYPE;STRING_SEPARATOR;FIELD_SEPARATOR;DECIMAL_SEPARATOR;NULLABLE;TABLE_TYPE;DATA_FORMAT;GDPR_DESCRIPTION;GDPR_FLAG
TEST_TABLE28;DWH;*.parquet;PARQUET;SNAPPY;COLUMN93;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE28;DWH;*.parquet;PARQUET;SNAPPY;COLUMN94;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE28;DWH;*.parquet;PARQUET;SNAPPY;COLUMN95;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE28;DWH;*.parquet;PARQUET;SNAPPY;COLUMN96;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE28;DWH;*.parquet;PARQUET;SNAPPY;COLUMN97;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE28;DWH;*.parquet;PARQUET;SNAPPY;COLUMN98;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE28;DWH;*.parquet;PARQUET;SNAPPY;COLUMN99;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN0;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN1;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN2;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN3;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN4;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN5;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN6;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN7;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN8;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN9;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN10;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN11;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN12;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN13;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN14;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN15;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN16;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN17;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN18;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN19;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN20;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN21;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN22;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN23;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN24;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN25;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN26;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN27;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN28;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN29;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN30;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN31;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN32;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN33;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN34;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN35;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN36;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN37;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN38;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN39;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN40;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN41;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN42;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN43;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN44;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN45;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN46;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN47;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN48;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN49;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN50;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN51;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN52;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN53;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN54;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN55;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN56;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN57;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN58;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN59;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN60;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN61;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN62;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN63;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN64;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN65;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN66;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN67;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN68;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN69;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN70;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN71;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN72;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN73;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN74;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN75;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN76;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN77;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN78;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN79;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN80;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN81;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN82;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN83;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN84;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN85;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN86;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN87;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN88;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN89;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN90;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN91;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN92;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN93;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN94;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN95;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN96;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN97;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN98;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE29;DWH;*.parquet;PARQUET;SNAPPY;COLUMN99;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN0;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN1;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN2;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN3;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN4;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN5;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN6;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN7;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN8;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN9;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN10;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN11;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN12;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN13;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN14;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN15;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN16;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN17;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN18;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN19;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN20;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN21;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN22;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN23;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN24;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN25;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN26;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN27;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN28;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN29;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN30;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN31;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN32;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN33;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN34;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN35;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN36;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN37;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN38;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN39;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN40;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN41;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN42;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN43;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN44;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN45;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN46;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN47;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN48;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN49;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN50;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN51;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN52;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN53;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN54;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN55;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN56;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN57;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN58;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN59;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN60;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN61;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN62;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN63;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN64;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN65;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN66;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN67;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN68;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN69;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN70;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN71;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN72;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN73;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN74;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN75;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN76;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN77;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN78;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN79;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN80;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN81;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN82;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN83;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN84;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN85;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN86;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN87;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN88;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN89;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN90;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN91;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN92;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN93;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN94;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN95;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN96;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN97;VARCHAR2;;;.;N;SNAPSHOT;;;True
TEST_TABLE30;DWH;*.parquet;PARQUET;SNAPPY;COLUMN98;VARCHAR2;;;.;N;SNAPSHOT;;;True
